,id,file,name,journal,authors,affiliations,len-original,len-anond,gemma-0-score-1,gemma-0-score-2,gemma-0-score-3,gemma-0-originality-1,gemma-0-rigor-1,gemma-0-scope-1,gemma-0-impact-1,gemma-0-written_by_ai-1,gemma-0-originality-2,gemma-0-rigor-2,gemma-0-scope-2,gemma-0-impact-2,gemma-0-written_by_ai-2,gemma-0-originality-3,gemma-0-rigor-3,gemma-0-scope-3,gemma-0-impact-3,gemma-0-written_by_ai-3,gemma-1-score-1,gemma-1-score-2,gemma-1-score-3,gemma-1-originality-1,gemma-1-rigor-1,gemma-1-scope-1,gemma-1-impact-1,gemma-1-written_by_ai-1,gemma-1-originality-2,gemma-1-rigor-2,gemma-1-scope-2,gemma-1-impact-2,gemma-1-written_by_ai-2,gemma-1-originality-3,gemma-1-rigor-3,gemma-1-scope-3,gemma-1-impact-3,gemma-1-written_by_ai-3,gemma-10-score-1,gemma-10-score-2,gemma-10-score-3,gemma-10-originality-1,gemma-10-rigor-1,gemma-10-scope-1,gemma-10-impact-1,gemma-10-written_by_ai-1,gemma-10-originality-2,gemma-10-rigor-2,gemma-10-scope-2,gemma-10-impact-2,gemma-10-written_by_ai-2,gemma-10-originality-3,gemma-10-rigor-3,gemma-10-scope-3,gemma-10-impact-3,gemma-10-written_by_ai-3,gemma-50-score-1,gemma-50-score-2,gemma-50-score-3,gemma-50-originality-1,gemma-50-rigor-1,gemma-50-scope-1,gemma-50-impact-1,gemma-50-written_by_ai-1,gemma-50-originality-2,gemma-50-rigor-2,gemma-50-scope-2,gemma-50-impact-2,gemma-50-written_by_ai-2,gemma-50-originality-3,gemma-50-rigor-3,gemma-50-scope-3,gemma-50-impact-3,gemma-50-written_by_ai-3,gemma-100-score-1,gemma-100-score-2,gemma-100-score-3,gemma-100-originality-1,gemma-100-rigor-1,gemma-100-scope-1,gemma-100-impact-1,gemma-100-written_by_ai-1,gemma-100-originality-2,gemma-100-rigor-2,gemma-100-scope-2,gemma-100-impact-2,gemma-100-written_by_ai-2,gemma-100-originality-3,gemma-100-rigor-3,gemma-100-scope-3,gemma-100-impact-3,gemma-100-written_by_ai-3
601,61_1,61. International Finance/International Finance - 2024 - Yang - Impact of monetary policy on corporate R D investment  From the perspective of loan.pdf,Impact of monetary policy on corporate R&D investment: From the perspective of loan term structure,International Finance,Yanling Yang; Yuegang Song,"Yanling Yang, School of Business, Zhengzhou University, Zhengzhou, China; Yuegang Song, School of Business, Henan Normal University, Xinxiang, China",11688.0,10113.0,3,3,3,6,5,7,6,8,6,5,7,6,3,6,5,7,6,3,3,3,3,6,5,6,5,7,6,5,6,5,7,6,5,7,6,8,3,3,3,6,6,7,6,3,6,7,7,6,2,6,7,7,6,2,3,3,4,6,7,7,5,3,6,7,7,5,3,6,7,7,5,3,4,4,3,6,7,6,5,3,6,7,7,5,3,6,7,7,6,4
602,61_2,61. International Finance/International Finance - 2024 - Hofmann - Monetary policy transmission and trade%E2%80%90offs in the United States  Old and new.pdf,Monetary policy transmission and trade‐offs in the United States: Old and new,International Finance,Boris Hofmann; Gert Peersman,"Boris Hofmann, Monetary and Economic Department, Bank for International Settlements, Basel, Switzerland; Gert Peersman, Department of Economics, Ghent University, Gent, Belgium",11874.0,10618.0,3,3,2,6,7,7,6,2,6,7,8,7,2,6,7,7,8,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,1,6,7,7,6,1,6,7,7,6,1,4,4,4,7,8,7,6,1,7,8,7,6,2,7,8,7,6,2,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
603,61_3,61. International Finance/International Finance - 2024 - Cho - Inflation target adjustments  Does an improvement in institutional or economic.pdf,Inflation target adjustments: Does an improvement in institutional or economic preconditions matter?,International Finance,Dooyeon Cho; Husang Kim,"Dooyeon Cho, Department of Economics, Sungkyunkwan University, Seoul, Republic of Korea; Husang Kim, Department of Economics, The University of Texas at Austin, Austin, Texas, USA",20752.0,18361.0,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,7,5,3,6,7,7,5,2,6,7,7,5,2,4,3,4,6,7,7,5,2,6,7,7,5,2,6,7,7,5,2,4,4,4,6,7,6,5,3,6,7,7,5,3,6,7,6,5,3
604,61_4,61. International Finance/International Finance - 2024 - Eichengreen - Currency internationalization with Chinese characteristics  Is capital%E2%80%90account.pdf,Currency internationalization with Chinese characteristics: Is capital‐account convertibility required for the renminbi to acquire reserve‐currency status?,International Finance,Barry Eichengreen; Camille Macaire; Arnaud Mehl; Eric Monnet; Alain Naef,"Barry Eichengreen, NBER and CEPR, University of California, Berkeley, Berkeley, California, USA; Camille Macaire, Banque de France, Paris, France; Arnaud Mehl, European Central Bank and CEPR, Frankfurt, Germany; Eric Monnet, Paris School of Economics, EHESS and CEPR, Paris, France; Alain Naef, Department of Economics, ESSEC Business School and THEMA, Cergy, France",14381.0,13071.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,2,7,8,6,6,2,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,4,4,4,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2
605,61_5,61. International Finance/International Finance - 2024 - Sardar - International monetary spillovers to frontier financial markets  Evidence from.pdf,International monetary spillovers to frontier financial markets: Evidence from Bangladesh,International Finance,Md. Rashedur Rahman Sardar; Matthew Schaffer,"Md. Rashedur Rahman Sardar, Finance Division, Ministry of Finance, Bangladesh Secretariat, Dhaka, Bangladesh; Matthew Schaffer, Department of Economics, Eastern Michigan University, Ypsilanti, Michigan, USA",8573.0,7625.0,3,3,3,5,4,6,5,2,6,5,7,6,2,6,5,7,5,2,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,3,7,8,6,4,3,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,5,4,2
606,61_6,61. International Finance/International Finance - 2024 - Zhao - Impact of COVID%E2%80%9019 pandemic on the dependence structure and risk spillovers in global.pdf,Impact of COVID‐19 pandemic on the dependence structure and risk spillovers in global stock markets,International Finance,Mingguo Zhao; Hail Park,"Mingguo Zhao, Department of International Business and Trade, Kyung Hee University, Seoul, Republic of Korea; Hail Park, Department of International Business and Trade, Kyung Hee University, Seoul, Republic of Korea",10053.0,9060.0,3,3,3,6,5,7,7,2,6,5,7,6,3,6,5,7,7,3,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,6,3,3,3,3,6,7,7,6,2,6,7,7,6,2,6,8,7,6,3,3,3,3,7,8,7,6,3,6,8,7,6,3,7,8,8,6,2,3,3,3,6,7,7,6,3,7,8,7,6,3,7,8,7,6,3
607,61_7,61. International Finance/International Finance - 2024 - Carvalho - Brexit  what Brexit  Euro area portfolio exposures to the United Kingdom since.pdf,"Brexit, what Brexit? Euro area portfolio exposures to the United Kingdom since the Brexit referendum",International Finance,Daniel Carvalho; Martin Schmitz,"Daniel Carvalho, Markets and Reserve Management Department, Banco de Portugal, Lisboa, Portugal; Martin Schmitz, Directorate General Statistics, European Central Bank, Frankfurt am Main, Germany",14250.0,12834.0,3,3,3,5,6,6,4,2,6,7,7,6,3,6,7,5,4,2,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,5,7,6,4,3,5,7,6,4,3,5,7,6,4,3,3,3,3,4,7,6,3,2,4,7,6,4,3,4,7,6,4,3,4,4,4,4,7,6,4,3,5,8,6,4,2,5,8,6,4,3
608,61_8,61. International Finance/International Finance - 2025 - Guerra - Latin America s Nonlinear Monetary Response to Pandemic Inflation.pdf,Latin America's Nonlinear Monetary Response to Pandemic Inflation,International Finance,Rafael Guerra; Steven B. Kamin; John Kearns; Christian Upper; Aatman Vakil,"Rafael Guerra, Bank for International Settlements (BIS), Ciudad de Mexico, Mexico; Steven B. Kamin, American Enterprise Institute (AEI), Washington, Washington DC, USA; John Kearns, School of Public and International Affairs, Princeton University, Princeton, New Jersey, USA; Christian Upper, Bank for International Settlements (BIS), Ciudad de Mexico, Mexico; Aatman Vakil, American Enterprise Institute (AEI), Washington, Washington DC, USA",11000.0,9742.0,3,3,3,6,7,7,5,2,6,7,7,6,3,6,7,7,5,3,2,2,2,3,2,4,2,8,4,3,5,3,8,4,3,5,3,8,3,3,3,6,7,6,5,2,6,5,6,5,2,6,5,6,5,2,3,3,3,5,6,6,5,3,5,6,6,5,7,6,5,7,6,3,3,3,3,4,5,6,5,7,4,5,6,5,7,4,6,6,5,3
609,61_9,61. International Finance/International Finance - 2024 - Tetlow - How large is the output cost of disinflation.pdf,How large is the output cost of disinflation?,International Finance,Robert J. Tetlow,"Robert J. Tetlow, Division of Monetary Affairs, Federal Reserve Board, Washington, District of Columbia, USA",11544.0,10163.0,3,2,3,4,2,6,5,7,4,2,6,5,7,3,2,5,4,7,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,8,7,6,2,6,8,7,6,2,7,8,6,5,2,3,3,3,4,7,6,5,2,4,7,6,5,2,4,7,6,5,2
610,62_0,62. Journal of Econ Psych/1-s2.0-S0167487024000783-main.pdf,Entering a gender-neutral workplace? College students’ expectations and the impact of information provision,Journal of Econ Psych,Francesca Barigozzi; José J. Domínguez; Natalia Montinari,"Francesca Barigozzi; University of Bologna, Department of Economics, Piazza Scaravilli 2 40126, Bologna, Italy; José J. Domínguez; University of Granada, Department of Economic Theory and History, Campus Universitario La Cartuja, 18071, Granada, Spain; Natalia Montinari; University of Bologna, Department of Economics, Piazza Scaravilli 2 40126, Bologna, Italy",19939.0,19019.0,3,3,3,4,3,5,3,7,4,2,5,3,7,4,2,5,3,7,3,3,3,6,7,6,5,3,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,6,2,3,3,3,5,7,6,4,2,6,7,7,5,3,6,7,7,5,3,3,3,3,6,8,7,5,7,6,8,7,5,7,6,8,7,6,7
611,62_1,62. Journal of Econ Psych/1-s2.0-S0167487025000169-main.pdf,Do managers accept artificial intelligence? Insights into the role of business area and AI functionality,Journal of Econ Psych,Miriam Gieselmann; Daniel Erdsiek; Vincent Rost; Kai Sassenberg,"Miriam Gieselmann: Leibniz-Institut für Wissensmedien (IWM), Schleichstr. 6, 72076 Tübingen, Germany; Daniel Erdsiek: Leibniz-Zentrum für europ¨aische Wirtschaftsforschung (ZEW), L7 1, 68161 Mannheim, Germany; Vincent Rost: Leibniz-Zentrum für europ¨aische Wirtschaftsforschung (ZEW), L7 1, 68161 Mannheim, Germany; Kai Sassenberg: Leibniz-Institut für Wissensmedien (IWM), Schleichstr. 6, 72076 Tübingen, Germany; Kai Sassenberg: Leibniz Institute for Psychology (ZPID), Universit¨atsring 15, 54296 Trier, Germany",8369.0,7735.0,2,2,2,4,3,5,4,7,4,3,5,4,7,4,3,6,5,7,2,2,2,5,3,6,4,7,5,3,6,4,7,4,3,5,4,7,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,5,7,6,4,2,6,7,6,5,3,6,7,6,5,3,3,3,3,5,6,6,5,2,5,6,6,5,2,6,7,7,6,2
612,62_2,62. Journal of Econ Psych/1-s2.0-S0167487024000825-main.pdf,"Cognitive dissonance, political participation, and changes in policy preferences",Journal of Econ Psych,Tanja Artiga Gonz´alez; Francesco Capozza; Georg D. Granic,"Tanja Artiga Gonz´alez; VU University Amsterdam, School of Business and Economics, Netherlands (the); Francesco Capozza; WZB and Berlin School of Economics, Germany; Georg D. Granic; Erasmus University Rotterdam, Department of Applied Economics, Netherlands (the)",10375.0,9509.0,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,3,3,3,7,8,7,6,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,7,6,2,6,8,7,6,2,6,8,7,6,2
613,62_3,62. Journal of Econ Psych/1-s2.0-S0167487024000667-main.pdf,Decision-makers self-servingly navigate the equality-efficiency trade-off of free partner choice in social dilemmas among unequals,Journal of Econ Psych,Luuk L. Snijder; Mirre Stallen; Jörg Gross,"Social, Economic and Organisational Psychology, Leiden University, Leiden, the Netherlands; Poverty Interventions, Center for Applied Research on Social Sciences and Law, Amsterdam University of Applied Sciences, Amsterdam, the Netherlands; Department of Social and Economic Psychology, Institute of Psychology, University of Zurich, Zurich, Switzerland",10618.0,10130.0,3,3,3,7,6,7,6,3,7,6,7,6,3,7,6,7,6,3,3,3,3,7,6,7,6,2,6,7,7,5,2,6,7,7,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,7,6,2,3,3,3,7,8,7,6,3,7,8,7,6,2,7,8,7,6,3,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,7,6,2
614,62_4,62. Journal of Econ Psych/1-s2.0-S0167487024000837-main.pdf,Empowered or informed? Seeking to mitigate gender differences in first-offer assertiveness through pre-negotiation interventions,Journal of Econ Psych,Erna Kokić; Laure Wagner; Ana García L´opez del Amo; Charlotte L. Giering; Van Ly Truong; Hannes M. Petrowsky; Onno M. Husen; David D. Loschelder,"Erna Kokić, Maastricht University, Netherlands; Laure Wagner, Leuphana University Luneburg, Germany; Ana García L´opez del Amo, University of Valencia, Spain; Charlotte L. Giering, Leuphana University Luneburg, Germany; Van Ly Truong, University of Valencia, Spain; Hannes M. Petrowsky, Leuphana University Luneburg, Germany; Onno M. Husen, University of Munster, Germany; David D. Loschelder, Leuphana University Luneburg, Germany",7110.0,6721.0,3,3,3,6,5,7,6,3,6,5,7,5,3,6,5,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,6,3,3,3,3,6,8,7,6,2,6,7,6,6,2,6,7,6,7,1,3,3,3,7,8,6,6,2,6,8,7,6,2,7,8,6,6,2,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,6,2
615,62_5,62. Journal of Econ Psych/1-s2.0-S0167487025000170-main.pdf,How do humans respond to large realized losses?☆,Journal of Econ Psych,Redzo Mujcic; Nattavudh Powdthavee,"Redzo Mujcic, Warwick Business School, The University of Warwick, United Kingdom; Nattavudh Powdthavee, Department of Economics, Nanyang Technological University, Singapore",11302.0,10906.0,2,2,2,4,2,5,3,7,4,2,5,3,7,4,3,5,3,7,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,3,3,3,3,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,5,5,5,8,7,6,5,2,7,8,6,6,2,7,8,7,6,2,4,4,4,7,8,6,5,2,7,8,6,6,2,7,8,6,5,2
616,62_6,62. Journal of Econ Psych/1-s2.0-S0167487025000145-main.pdf,Card or dice? An improved experimental approach to measure dishonesty,Journal of Econ Psych,Daniel Hermann; Selina Bruns; Oliver Mußhoff,"University Bonn, Germany; University of Bristol, United Kingdom; University Göttingen, Germany",10416.0,9854.0,3,3,3,4,3,3,2,7,4,3,5,3,7,4,3,5,3,7,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,7,5,2,6,7,7,5,2,6,7,6,5,3,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2
617,62_7,62. Journal of Econ Psych/1-s2.0-S0167487024000953-main.pdf,Stochastic choice and imperfect judgments of line lengths: What is hiding in the noise?,Journal of Econ Psych,Sean Duffy; John Smith,"Sean Duffy: Rutgers University-Camden, Department of Psychology, USA; John Smith: Rutgers University-Camden, Department of Economics, 311 North 5th Street, Camden, NJ, 08102, USA",9409.0,9028.0,3,3,3,6,7,6,5,2,6,7,5,4,2,6,7,6,5,2,3,3,3,6,4,5,3,2,6,4,6,4,2,6,4,5,4,2,3,3,3,7,8,6,5,2,6,7,6,5,1,7,8,6,5,2,3,4,4,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,4,4,3,7,8,6,5,2,7,8,6,5,1,7,8,6,5,2
618,62_8,62. Journal of Econ Psych/1-s2.0-S0167487024000813-main.pdf,Entrepreneurial worries: Self-employment and potential loss of well-being,Journal of Econ Psych,Martin Binder,"Fakultät für Staats- und Sozialwissenschaften, Universität der Bundeswehr München, Werner-Heisenberg-Weg 39, 85577 Neubiberg, Germany; Levy Economics Institute of Bard College, Blithewood, Bard College, Annandale-on-Hudson, New York 12504-5000, USA",15122.0,14549.0,3,3,3,4,3,5,3,7,4,3,5,3,7,4,3,5,3,7,3,3,3,6,8,6,5,2,6,8,6,5,2,6,8,7,5,2,3,3,3,6,8,6,5,2,6,8,6,5,2,6,8,7,5,2,3,3,3,6,8,7,6,2,6,8,7,5,2,6,8,7,5,2,4,4,4,6,8,7,5,3,6,8,7,5,3,6,8,7,5,3
619,62_9,62. Journal of Econ Psych/1-s2.0-S016748702400093X-main.pdf,Slipping on stereotypes – Interactive gender effects in the erosion of ethical behavior,Journal of Econ Psych,Anja Bodenschatz; Gari Walkowitz,"Technische Hochschule Ingolstadt, Faculty of Computer Science, Esplanade 10, DE-85049 Ingolstadt, Germany; Technical University of Munich, TUM School of Social Sciences and Technology, Richard-Wagner-Str. 1, DE-80333 Munich, Germany; University of Cologne, Faculty of Management, Economics and Social Sciences, Albertus-Magnus-Platz, DE-50923 Cologne, Germany; Technical University Bergakademie Freiberg, Faculty of Business Administration, Schlossplatz 1, DE-09599 Freiberg, Germany",14978.0,14334.0,3,3,3,6,7,7,6,2,6,5,7,5,2,6,7,7,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,8,7,5,2,6,8,7,5,2,6,8,7,5,2,4,3,3,6,8,7,5,2,6,8,7,5,2,6,8,7,5,2
620,63_0,63. Empirical Econ/s00181-024-02664-2.pdf,A new Bayesian method for estimation of value at risk and conditional value at risk,Empirical Econ,Jacinto Martín; M. Isabel Parra; Mario M. Pizarro; Eva L. Sanjuán,"Jacinto Martín, Departamento de Matemáticas, Facultad de Ciencias, Universidad de Extremadura, 06006 Badajoz, Spain; M. Isabel Parra, Departamento de Matemáticas, Facultad de Ciencias, Universidad de Extremadura, 06006 Badajoz, Spain; Mario M. Pizarro, Departamento de Matemáticas, Centro Universitario de Mérida, Universidad de Extremadura, 06800 Mérida, Spain; Eva L. Sanjuán, Departamento de Matemáticas, Facultad de Ciencias, Universidad de Extremadura, 06006 Badajoz, Spain",6642.0,6200.0,3,3,3,6,3,7,5,8,6,3,7,5,7,6,4,7,5,8,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,3,3,3,7,8,6,6,3,7,8,6,6,3,7,8,6,5,2
621,63_1,63. Empirical Econ/s00181-024-02677-x.pdf,A Markov regime-switching event response model: beef price spread response to processing capacity shocks,Empirical Econ,Eunchun Park; Christopher N. Boyer; Clinton L. Neill,"Eunchun Park, Department of Agricultural Economics and Agribusiness, Fryar Price Risk Management Center of Excellence, University of Arkansas, Fayetteville, AR, USA; Christopher N. Boyer, Department of Agricultural and Resource Economics, University of Tennessee, Knoxville, USA; Clinton L. Neill, Department of Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, USA",11763.0,11334.0,3,3,3,7,6,6,5,3,7,6,6,5,3,7,6,6,5,3,3,3,3,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,8,7,6,5,3,7,8,6,5,3,8,9,7,6,2,3,3,3,7,8,6,6,3,7,8,6,5,2,7,8,6,6,3
622,63_2,63. Empirical Econ/s00181-024-02710-z.pdf,A gender gap in gender gaps: social norms and housework reporting,Empirical Econ,Martin Acht; Mara Rebaudo,"Martin Acht, Fraunhofer Institute for Applied Information Technology FIT, Sankt Augustin, Germany; Martin Acht, Federal Ministry of Finance, Berlin, Germany; Mara Rebaudo, Fraunhofer Institute for Applied Information Technology FIT, Sankt Augustin, Germany; Mara Rebaudo, University of Freiburg, Freiburg im Breisgau, Germany",18745.0,18223.0,3,3,3,6,4,7,5,2,6,4,7,5,2,6,4,7,5,2,3,3,3,7,6,6,5,2,6,7,7,6,2,7,6,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,4,4,4,7,8,6,5,2,7,8,6,5,2,6,7,6,4,2,4,4,3,7,8,6,5,2,6,7,6,5,3,7,8,6,5,2
623,63_3,63. Empirical Econ/s00181-024-02668-y.pdf,Variable selection in macroeconomic stress test: a Bayesian quantile regression approach,Empirical Econ,Mai Dao; Lam Nguyen,"Mai Dao: Department of Mathematics, Statistics, and Physics, Wichita State University, Wichita, KS 67260, USA; Lam Nguyen: Economic Scenario Design Team, Citigroup, Irving, TX 75039, USA",19167.0,18585.0,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,6,3,3,3,3,6,7,7,6,2,6,7,7,6,2,7,6,6,5,3,3,3,3,7,8,6,6,3,7,6,6,5,3,7,8,6,7,3,4,5,5,7,8,6,6,2,7,8,7,6,2,7,8,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
624,63_4,63. Empirical Econ/s10683-024-09838-w.pdf,Explaining interference effects in prisoner dilemma games,Empirical Econ,Jerome Busemeyer; Masanari Asano; Meijuan Lu,"Jerome Busemeyer: Psychological Brain Sciences, Indiana University, 1101 E 10th Street, Bloomington, IN 47405, USA; Department Information Computer Science, Kindai University, 3-4-1 Kowakae, Higashiōsaka 577-8502, Osaka, Japan; Masanari Asano: Department Information Computer Science, Kindai University, 3-4-1 Kowakae, Higashiōsaka 577-8502, Osaka, Japan; Meng River Health, 1950 East Greyhound Pass, Carmel, IN 46033, USA; Meijuan Lu: Psychological Brain Sciences, Indiana University, 1101 E 10th Street, Bloomington, IN 47405, USA",11119.0,10257.0,3,3,3,4,3,5,2,7,6,5,7,4,2,4,3,5,3,7,3,3,3,8,7,6,5,2,7,6,6,5,2,7,6,6,5,2,3,3,3,7,6,6,5,3,7,6,6,5,3,7,6,6,5,2,3,3,3,6,5,7,4,2,7,6,7,5,2,6,7,7,5,2,3,3,3,6,5,6,4,7,7,6,6,5,8,6,5,6,4,7
625,63_5,63. Empirical Econ/s00181-024-02702-z.pdf,Should states allow early school enrollment? An analysis of individuals’ long-term labor market effects,Empirical Econ,Katja Görlitz; Pascal Heß; Marcus Tamm,"Katja Görlitz: HdBA, Seckenheimer Landstraße 16, 68163 Mannheim, Germany; IZA, Schaumburg-Lippe-Straße 5–9, 53113 Bonn, Germany; Marcus Tamm: HdBA, Seckenheimer Landstraße 16, 68163 Mannheim, Germany; RWI–Leibniz-Institut für Wirtschaftsforschung, Hohenzollernstraße 1–3, 45128 Essen, Germany; Pascal Heß: IAB Institute for Employment Research, Regensburger Str. 104, 90478 Nuremberg, Germany",10801.0,10475.0,2,2,2,6,2,7,5,8,6,3,7,5,8,6,3,7,5,8,3,3,3,6,5,6,4,2,6,5,7,6,2,6,7,6,5,2,3,3,3,7,8,6,5,1,7,8,6,6,2,7,8,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,6,5,2,6,7,7,5,2,6,7,6,5,2
626,63_6,63. Empirical Econ/s10683-024-09831-3.pdf,Position uncertainty in a sequential public goods game: an experiment,Empirical Econ,Chowdhury Mohammad Sakib Anwar; Konstantinos Georgalos,"Chowdhury Mohammad Sakib Anwar, Business School, Faculty of Business and Digital Technology, University of Winchester, Winchester SO22 4NR, UK; Konstantinos Georgalos, Department of Economics, Lancaster University Management School, Lancaster LA1 4YX, UK",15976.0,15435.0,3,3,3,6,7,5,4,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,7,6,5,2,6,8,7,5,2,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,8,7,5,2,6,8,7,5,2,6,8,7,5,2
627,63_7,63. Empirical Econ/s00181-025-02722-3.pdf,Press freedom and stringency measures: the role of energy consumption during COVID-19 lockdowns,Empirical Econ,Mita Bhattacharya; Eric Yan,"Mita Bhattacharya, Department of Economics, Monash University, Melbourne 3145, Australia; Eric Yan, Department of Economics, Feng Chia University, Taichung, Taiwan",13026.0,12608.0,2,2,2,4,2,5,3,7,4,2,5,3,7,4,2,5,3,7,3,3,3,5,6,6,4,2,6,5,6,4,2,6,5,5,4,3,3,3,3,6,7,6,5,3,5,6,6,4,3,6,7,7,5,3,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,3,3,3,6,7,7,5,3,6,7,7,5,3,7,8,6,5,3
628,63_8,63. Empirical Econ/s00181-024-02709-6.pdf,Empirical similarity for revealing the US interest rate policy: modeling case-based decisions of the FOMC,Empirical Econ,Vasyl Golosnoy; Yarema Okhrin; Michael W. M. Roos,"Vasyl Golosnoy: Faculty of Management and Economics, Ruhr-Universität Bochum, Bochum, Germany; Michael W. M. Roos: Faculty of Management and Economics, Ruhr-Universität Bochum, Bochum, Germany; Yarema Okhrin: Department of Statistics and Data Science, University of Augsburg, Augsburg, Germany",12388.0,11957.0,3,3,3,6,4,7,5,2,6,5,7,6,3,6,4,7,6,7,3,3,3,6,5,6,4,2,6,5,5,4,2,6,5,6,4,2,3,3,3,5,6,6,4,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,4,3,4,6,7,5,4,2,6,7,6,5,2,6,7,6,5,2
629,63_9,63. Empirical Econ/s00181-024-02673-1.pdf,Economic activity and CO2 emissions in Spain,Empirical Econ,Aránzazu de Juan; Pilar Poncela; Esther Ruiz,"Aránzazu de Juan, Department of Economic Analysis: Quantitative Economics, Universidad Autónoma de Madrid, Madrid, Spain; Pilar Poncela, Department of Economic Analysis: Quantitative Economics, Universidad Autónoma de Madrid, Madrid, Spain; Esther Ruiz, Department of Statistics, Universidad Carlos III de Madrid, Getafe, Spain",12917.0,12481.0,2,3,2,3,5,6,4,7,3,5,6,4,7,4,5,6,4,7,3,3,3,6,7,5,4,2,6,7,6,5,3,6,7,5,4,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,2,3,3,3,4,6,5,3,2,4,6,5,3,2,5,7,6,4,3,4,4,3,4,6,6,5,3,4,6,6,5,2,6,7,7,6,3
630,64_0,64. China Economic Review/1-s2.0-S1043951X25000124-main.pdf,Measuring child poverty in rural China: Evidence from households with left-behind and non-left-behind children,China Economic Review,Yangcheng Yu; Shi Li; Yuanyuan Chen,"School of Economics, Shanghai University of Finance and Economics, Shanghai, China; School of Public Affairs, Zhejiang University, Hangzhou, China; Institute for Common Prosperity and Development, Zhejiang University, Hangzhou, China; Dishui Lake Advanced Finance Institute, Shanghai University of Finance and Economics, Shanghai, China",12136.0,11544.0,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,5,5,4,7,8,6,6,3,7,8,6,5,3,7,8,6,5,3,5,5,5,7,8,7,6,3,7,8,6,6,3,7,8,7,6,3
